방면명,date,직진,좌회전,우회전,합계,빨간날
사직운동장→연산교차로,2023.6.3 20:00,180,461,56,697,0
신리→연산교차로,2023.6.3 20:00,328,169,29,526,0
안락→연산교차로,2023.6.3 20:00,419,0,87,506,0
연산터널→연산교차로,2023.6.3 20:00,228,272,70,570,0
교대→연산교차로,2023.6.3 21:00,275,0,327,602,0
부산시청→연산교차로,2023.6.3 21:00,499,327,212,1038,0
사직운동장→연산교차로,2023.6.3 21:00,245,439,59,743,0
신리→연산교차로,2023.6.3 21:00,386,214,27,627,0
안락→연산교차로,2023.6.3 21:00,405,0,141,546,0
연산터널→연산교차로,2023.6.3 21:00,236,245,60,541,0
교대→연산교차로,2023.6.3 22:00,262,0,290,552,0
부산시청→연산교차로,2023.6.3 22:00,467,272,170,909,0
사직운동장→연산교차로,2023.6.3 22:00,181,436,93,710,0
신리→연산교차로,2023.6.3 22:00,299,187,28,514,0
안락→연산교차로,2023.6.3 22:00,383,0,119,502,0
연산터널→연산교차로,2023.6.3 22:00,211,238,68,517,0
교대→연산교차로,2023.6.3 23:00,235,0,278,513,0
부산시청→연산교차로,2023.6.3 23:00,336,229,144,709,0
사직운동장→연산교차로,2023.6.3 23:00,114,346,70,530,0
신리→연산교차로,2023.6.3 23:00,295,154,21,470,0
안락→연산교차로,2023.6.3 23:00,311,0,95,406,0
연산터널→연산교차로,2023.6.3 23:00,204,231,72,507,0
교대→연산교차로,2023.6.4 00:00,171,0,214,385,1
부산시청→연산교차로,2023.6.4 00:00,329,198,125,652,1
사직운동장→연산교차로,2023.6.4 00:00,124,293,83,500,1
신리→연산교차로,2023.6.4 00:00,220,110,15,345,1
안락→연산교차로,2023.6.4 00:00,286,0,57,343,1
연산터널→연산교차로,2023.6.4 00:00,150,192,67,409,1
교대→연산교차로,2023.6.4 01:00,138,0,213,351,1
부산시청→연산교차로,2023.6.4 01:00,292,181,106,579,1
사직운동장→연산교차로,2023.6.4 01:00,91,195,69,355,1
신리→연산교차로,2023.6.4 01:00,186,108,16,310,1
안락→연산교차로,2023.6.4 01:00,222,0,69,291,1
연산터널→연산교차로,2023.6.4 01:00,145,209,42,396,1
교대→연산교차로,2023.6.4 02:00,128,0,170,298,1
부산시청→연산교차로,2023.6.4 02:00,232,129,91,452,1
사직운동장→연산교차로,2023.6.4 02:00,83,191,34,308,1
신리→연산교차로,2023.6.4 02:00,153,79,19,251,1
안락→연산교차로,2023.6.4 02:00,206,0,56,262,1
연산터널→연산교차로,2023.6.4 02:00,107,167,56,330,1
교대→연산교차로,2023.6.4 03:00,102,0,135,237,1
부산시청→연산교차로,2023.6.4 03:00,211,100,72,383,1
사직운동장→연산교차로,2023.6.4 03:00,55,168,58,281,1
신리→연산교차로,2023.6.4 03:00,101,61,15,177,1
안락→연산교차로,2023.6.4 03:00,136,0,37,173,1
연산터널→연산교차로,2023.6.4 03:00,106,111,40,257,1
교대→연산교차로,2023.6.4 04:00,71,0,105,176,1
부산시청→연산교차로,2023.6.4 04:00,175,90,55,320,1
사직운동장→연산교차로,2023.6.4 04:00,50,112,32,194,1
신리→연산교차로,2023.6.4 04:00,95,51,9,155,1
안락→연산교차로,2023.6.4 04:00,126,0,26,152,1
연산터널→연산교차로,2023.6.4 04:00,88,97,27,212,1
교대→연산교차로,2023.6.4 05:00,71,0,104,175,1
부산시청→연산교차로,2023.6.4 05:00,179,104,59,342,1
사직운동장→연산교차로,2023.6.4 05:00,41,124,39,204,1
신리→연산교차로,2023.6.4 05:00,135,68,7,210,1
안락→연산교차로,2023.6.4 05:00,180,0,41,221,1
연산터널→연산교차로,2023.6.4 05:00,91,95,26,212,1
교대→연산교차로,2023.6.4 06:00,114,0,139,253,1
부산시청→연산교차로,2023.6.4 06:00,226,163,53,442,1
사직운동장→연산교차로,2023.6.4 06:00,68,168,31,267,1
신리→연산교차로,2023.6.4 06:00,180,72,8,260,1
안락→연산교차로,2023.6.4 06:00,249,0,48,297,1
연산터널→연산교차로,2023.6.4 06:00,150,111,29,290,1
교대→연산교차로,2023.6.4 07:00,135,0,157,292,1
부산시청→연산교차로,2023.6.4 07:00,225,178,76,479,1
사직운동장→연산교차로,2023.6.4 07:00,65,196,50,311,1
신리→연산교차로,2023.6.4 07:00,211,99,17,327,1
안락→연산교차로,2023.6.4 07:00,290,0,49,339,1
연산터널→연산교차로,2023.6.4 07:00,127,108,34,269,1
교대→연산교차로,2023.6.4 08:00,157,0,197,354,1
부산시청→연산교차로,2023.6.4 08:00,294,237,101,632,1
사직운동장→연산교차로,2023.6.4 08:00,129,270,38,437,1
신리→연산교차로,2023.6.4 08:00,273,166,26,465,1
안락→연산교차로,2023.6.4 08:00,355,0,67,422,1
연산터널→연산교차로,2023.6.4 08:00,156,142,31,329,1
교대→연산교차로,2023.6.4 09:00,239,0,272,511,1
부산시청→연산교차로,2023.6.4 09:00,410,316,164,890,1
사직운동장→연산교차로,2023.6.4 09:00,173,396,48,617,1
신리→연산교차로,2023.6.4 09:00,376,217,22,615,1
안락→연산교차로,2023.6.4 09:00,435,0,110,545,1
연산터널→연산교차로,2023.6.4 09:00,263,213,23,499,1
교대→연산교차로,2023.6.4 10:00,289,0,305,594,1
부산시청→연산교차로,2023.6.4 10:00,519,309,190,1018,1
사직운동장→연산교차로,2023.6.4 10:00,215,526,51,792,1
신리→연산교차로,2023.6.4 10:00,404,208,35,647,1
안락→연산교차로,2023.6.4 10:00,510,0,118,628,1
연산터널→연산교차로,2023.6.4 10:00,231,230,43,504,1
교대→연산교차로,2023.6.4 11:00,272,0,326,598,1
부산시청→연산교차로,2023.6.4 11:00,493,333,180,1006,1
사직운동장→연산교차로,2023.6.4 11:00,265,549,51,865,1
신리→연산교차로,2023.6.4 11:00,454,223,26,703,1
안락→연산교차로,2023.6.4 11:00,471,0,147,618,1
연산터널→연산교차로,2023.6.4 11:00,250,224,43,517,1
교대→연산교차로,2023.6.4 12:00,291,0,343,634,1
부산시청→연산교차로,2023.6.4 12:00,510,349,204,1063,1
사직운동장→연산교차로,2023.6.4 12:00,212,530,64,806,1
신리→연산교차로,2023.6.4 12:00,396,297,33,726,1
안락→연산교차로,2023.6.4 12:00,524,0,167,691,1
연산터널→연산교차로,2023.6.4 12:00,297,248,40,585,1
교대→연산교차로,2023.6.4 13:00,324,0,355,679,1
부산시청→연산교차로,2023.6.4 13:00,528,353,238,1119,1
사직운동장→연산교차로,2023.6.4 13:00,249,573,51,873,1
신리→연산교차로,2023.6.4 13:00,381,274,33,688,1
안락→연산교차로,2023.6.4 13:00,540,0,129,669,1
연산터널→연산교차로,2023.6.4 13:00,296,239,56,591,1
교대→연산교차로,2023.6.4 14:00,307,0,352,659,1
부산시청→연산교차로,2023.6.4 14:00,574,377,252,1203,1
사직운동장→연산교차로,2023.6.4 14:00,301,559,57,917,1
신리→연산교차로,2023.6.4 14:00,394,209,37,640,1
안락→연산교차로,2023.6.4 14:00,469,0,111,580,1
연산터널→연산교차로,2023.6.4 14:00,230,222,62,514,1
교대→연산교차로,2023.6.4 15:00,303,0,311,614,1
부산시청→연산교차로,2023.6.4 15:00,526,365,249,1140,1
사직운동장→연산교차로,2023.6.4 15:00,246,508,53,807,1
신리→연산교차로,2023.6.4 15:00,409,190,36,635,1
안락→연산교차로,2023.6.4 15:00,502,0,124,626,1
연산터널→연산교차로,2023.6.4 15:00,251,251,38,540,1
교대→연산교차로,2023.6.4 16:00,306,0,343,649,1
부산시청→연산교차로,2023.6.4 16:00,541,370,227,1138,1
사직운동장→연산교차로,2023.6.4 16:00,247,511,42,800,1
신리→연산교차로,2023.6.4 16:00,409,212,32,653,1
안락→연산교차로,2023.6.4 16:00,497,0,137,634,1
연산터널→연산교차로,2023.6.4 16:00,227,241,43,511,1
교대→연산교차로,2023.6.4 17:00,318,0,298,616,1
부산시청→연산교차로,2023.6.4 17:00,520,343,212,1075,1
사직운동장→연산교차로,2023.6.4 17:00,291,534,50,875,1
신리→연산교차로,2023.6.4 17:00,336,202,37,575,1
안락→연산교차로,2023.6.4 17:00,527,0,148,675,1
연산터널→연산교차로,2023.6.4 17:00,242,241,48,531,1
교대→연산교차로,2023.6.4 18:00,308,0,302,610,1
부산시청→연산교차로,2023.6.4 18:00,486,292,180,958,1
사직운동장→연산교차로,2023.6.4 18:00,250,519,48,817,1
신리→연산교차로,2023.6.4 18:00,348,151,30,529,1
안락→연산교차로,2023.6.4 18:00,453,0,128,581,1
연산터널→연산교차로,2023.6.4 18:00,183,237,68,488,1
교대→연산교차로,2023.6.4 19:00,285,0,257,542,1
부산시청→연산교차로,2023.6.4 19:00,420,300,168,888,1
사직운동장→연산교차로,2023.6.4 19:00,161,435,48,644,1
신리→연산교차로,2023.6.4 19:00,329,152,26,507,1
안락→연산교차로,2023.6.4 19:00,410,0,112,522,1
연산터널→연산교차로,2023.6.4 19:00,216,224,65,505,1
교대→연산교차로,2023.6.4 20:00,287,0,262,549,1
부산시청→연산교차로,2023.6.4 20:00,433,255,180,868,1
사직운동장→연산교차로,2023.6.4 20:00,156,399,50,605,1
신리→연산교차로,2023.6.4 20:00,325,159,27,511,1
안락→연산교차로,2023.6.4 20:00,384,0,93,477,1
연산터널→연산교차로,2023.6.4 20:00,180,228,40,448,1
교대→연산교차로,2023.6.4 21:00,265,0,210,475,1
부산시청→연산교차로,2023.6.4 21:00,417,272,151,840,1
사직운동장→연산교차로,2023.6.4 21:00,151,341,56,548,1
신리→연산교차로,2023.6.4 21:00,320,165,22,507,1
안락→연산교차로,2023.6.4 21:00,397,0,88,485,1
연산터널→연산교차로,2023.6.4 21:00,206,188,51,445,1
교대→연산교차로,2023.6.4 22:00,238,0,201,439,1
부산시청→연산교차로,2023.6.4 22:00,371,218,149,738,1
사직운동장→연산교차로,2023.6.4 22:00,123,315,63,501,1
신리→연산교차로,2023.6.4 22:00,270,133,24,427,1
안락→연산교차로,2023.6.4 22:00,313,0,78,391,1
연산터널→연산교차로,2023.6.4 22:00,167,187,44,398,1
교대→연산교차로,2023.6.4 23:00,144,0,160,304,1
부산시청→연산교차로,2023.6.4 23:00,262,136,116,514,1
사직운동장→연산교차로,2023.6.4 23:00,93,234,58,385,1
신리→연산교차로,2023.6.4 23:00,180,105,16,301,1
안락→연산교차로,2023.6.4 23:00,256,0,51,307,1
연산터널→연산교차로,2023.6.4 23:00,129,154,44,327,1
교대→연산교차로,2023.6.5 00:00,110,0,133,243,0
부산시청→연산교차로,2023.6.5 00:00,219,125,91,435,0
사직운동장→연산교차로,2023.6.5 00:00,68,182,50,300,0
신리→연산교차로,2023.6.5 00:00,156,83,17,256,0
안락→연산교차로,2023.6.5 00:00,162,0,34,196,0
연산터널→연산교차로,2023.6.5 00:00,104,125,39,268,0
교대→연산교차로,2023.6.5 01:00,74,0,134,208,0
부산시청→연산교차로,2023.6.5 01:00,177,110,68,355,0
사직운동장→연산교차로,2023.6.5 01:00,41,162,59,262,0
신리→연산교차로,2023.6.5 01:00,101,56,13,170,0
안락→연산교차로,2023.6.5 01:00,140,0,36,176,0
연산터널→연산교차로,2023.6.5 01:00,100,106,43,249,0
교대→연산교차로,2023.6.5 02:00,47,0,75,122,0
부산시청→연산교차로,2023.6.5 02:00,150,77,60,287,0
사직운동장→연산교차로,2023.6.5 02:00,30,126,35,191,0
신리→연산교차로,2023.6.5 02:00,79,45,10,134,0
안락→연산교차로,2023.6.5 02:00,112,0,27,139,0
연산터널→연산교차로,2023.6.5 02:00,71,107,40,218,0
교대→연산교차로,2023.6.5 03:00,54,0,53,107,0
부산시청→연산교차로,2023.6.5 03:00,132,74,40,246,0
사직운동장→연산교차로,2023.6.5 03:00,39,101,34,174,0
신리→연산교차로,2023.6.5 03:00,73,34,9,116,0
안락→연산교차로,2023.6.5 03:00,95,0,30,125,0
연산터널→연산교차로,2023.6.5 03:00,64,94,46,204,0
교대→연산교차로,2023.6.5 04:00,46,0,65,111,0
부산시청→연산교차로,2023.6.5 04:00,138,71,41,250,0
사직운동장→연산교차로,2023.6.5 04:00,29,97,23,149,0
신리→연산교차로,2023.6.5 04:00,83,34,12,129,0
안락→연산교차로,2023.6.5 04:00,187,0,38,225,0
연산터널→연산교차로,2023.6.5 04:00,75,91,25,191,0
교대→연산교차로,2023.6.5 05:00,100,0,139,239,0
부산시청→연산교차로,2023.6.5 05:00,229,154,66,449,0
사직운동장→연산교차로,2023.6.5 05:00,52,166,37,255,0
신리→연산교차로,2023.6.5 05:00,228,106,12,346,0
안락→연산교차로,2023.6.5 05:00,345,0,53,398,0
연산터널→연산교차로,2023.6.5 05:00,120,153,26,299,0
교대→연산교차로,2023.6.5 06:00,174,0,238,412,0
부산시청→연산교차로,2023.6.5 06:00,361,247,106,714,0
사직운동장→연산교차로,2023.6.5 06:00,91,270,47,408,0
신리→연산교차로,2023.6.5 06:00,328,154,19,501,0
안락→연산교차로,2023.6.5 06:00,542,0,91,633,0
연산터널→연산교차로,2023.6.5 06:00,216,250,42,508,0
교대→연산교차로,2023.6.5 07:00,265,0,368,633,0
부산시청→연산교차로,2023.6.5 07:00,527,323,228,1078,0
사직운동장→연산교차로,2023.6.5 07:00,188,492,47,727,0
신리→연산교차로,2023.6.5 07:00,447,237,34,718,0
안락→연산교차로,2023.6.5 07:00,597,0,77,674,0
연산터널→연산교차로,2023.6.5 07:00,304,367,36,707,0
교대→연산교차로,2023.6.5 08:00,315,0,529,844,0
부산시청→연산교차로,2023.6.5 08:00,540,429,344,1313,0
사직운동장→연산교차로,2023.6.5 08:00,276,631,77,984,0
신리→연산교차로,2023.6.5 08:00,523,331,35,889,0
안락→연산교차로,2023.6.5 08:00,636,0,83,719,0
연산터널→연산교차로,2023.6.5 08:00,336,368,42,746,0
교대→연산교차로,2023.6.5 09:00,296,0,508,804,0
부산시청→연산교차로,2023.6.5 09:00,517,363,305,1185,0
사직운동장→연산교차로,2023.6.5 09:00,236,559,116,911,0
신리→연산교차로,2023.6.5 09:00,461,295,41,797,0
안락→연산교차로,2023.6.5 09:00,587,0,96,683,0
연산터널→연산교차로,2023.6.5 09:00,298,359,54,711,0
교대→연산교차로,2023.6.5 10:00,300,0,476,776,0
부산시청→연산교차로,2023.6.5 10:00,581,382,256,1219,0
사직운동장→연산교차로,2023.6.5 10:00,322,595,82,999,0
신리→연산교차로,2023.6.5 10:00,438,266,67,771,0
안락→연산교차로,2023.6.5 10:00,588,0,142,730,0
연산터널→연산교차로,2023.6.5 10:00,315,311,56,682,0
교대→연산교차로,2023.6.5 11:00,321,0,438,759,0
부산시청→연산교차로,2023.6.5 11:00,560,383,265,1208,0
사직운동장→연산교차로,2023.6.5 11:00,398,577,73,1048,0
신리→연산교차로,2023.6.5 11:00,427,257,64,748,0
안락→연산교차로,2023.6.5 11:00,540,0,137,677,0
연산터널→연산교차로,2023.6.5 11:00,263,316,61,640,0
교대→연산교차로,2023.6.5 12:00,306,0,418,724,0
부산시청→연산교차로,2023.6.5 12:00,573,347,234,1154,0
사직운동장→연산교차로,2023.6.5 12:00,325,572,68,965,0
신리→연산교차로,2023.6.5 12:00,458,168,43,669,0
안락→연산교차로,2023.6.5 12:00,491,0,122,613,0
연산터널→연산교차로,2023.6.5 12:00,285,286,47,618,0
교대→연산교차로,2023.6.5 13:00,322,0,436,758,0
부산시청→연산교차로,2023.6.5 13:00,590,444,265,1299,0
사직운동장→연산교차로,2023.6.5 13:00,322,590,98,1010,0
신리→연산교차로,2023.6.5 13:00,440,264,47,751,0
안락→연산교차로,2023.6.5 13:00,422,0,121,543,0
연산터널→연산교차로,2023.6.5 13:00,269,271,43,583,0
교대→연산교차로,2023.6.5 14:00,360,0,565,925,0
부산시청→연산교차로,2023.6.5 14:00,575,470,271,1316,0
사직운동장→연산교차로,2023.6.5 14:00,377,627,71,1075,0
신리→연산교차로,2023.6.5 14:00,456,292,46,794,0
안락→연산교차로,2023.6.5 14:00,458,0,99,557,0
연산터널→연산교차로,2023.6.5 14:00,252,265,41,558,0
교대→연산교차로,2023.6.5 15:00,359,0,517,876,0
부산시청→연산교차로,2023.6.5 15:00,630,509,288,1427,0
사직운동장→연산교차로,2023.6.5 15:00,413,637,99,1149,0
신리→연산교차로,2023.6.5 15:00,498,242,58,798,0
안락→연산교차로,2023.6.5 15:00,462,0,108,570,0
연산터널→연산교차로,2023.6.5 15:00,245,271,47,563,0
교대→연산교차로,2023.6.5 16:00,378,0,510,888,0
부산시청→연산교차로,2023.6.5 16:00,640,523,314,1477,0
사직운동장→연산교차로,2023.6.5 16:00,338,674,39,1051,0
신리→연산교차로,2023.6.5 16:00,532,270,58,860,0
안락→연산교차로,2023.6.5 16:00,447,0,92,539,0
연산터널→연산교차로,2023.6.5 16:00,265,269,38,572,0
교대→연산교차로,2023.6.5 17:00,383,0,534,917,0
부산시청→연산교차로,2023.6.5 17:00,639,538,314,1491,0
사직운동장→연산교차로,2023.6.5 17:00,286,690,70,1046,0
신리→연산교차로,2023.6.5 17:00,540,257,53,850,0
안락→연산교차로,2023.6.5 17:00,444,0,94,538,0
연산터널→연산교차로,2023.6.5 17:00,247,277,48,572,0
교대→연산교차로,2023.6.5 18:00,352,0,541,893,0
부산시청→연산교차로,2023.6.5 18:00,614,563,335,1512,0
사직운동장→연산교차로,2023.6.5 18:00,266,668,46,980,0
신리→연산교차로,2023.6.5 18:00,540,271,40,851,0
안락→연산교차로,2023.6.5 18:00,501,0,94,595,0
연산터널→연산교차로,2023.6.5 18:00,247,262,49,558,0
교대→연산교차로,2023.6.5 19:00,348,0,404,752,0
부산시청→연산교차로,2023.6.5 19:00,544,401,254,1199,0
사직운동장→연산교차로,2023.6.5 19:00,213,557,71,841,0
신리→연산교차로,2023.6.5 19:00,391,201,35,627,0
안락→연산교차로,2023.6.5 19:00,440,0,108,548,0
연산터널→연산교차로,2023.6.5 19:00,211,277,47,535,0
교대→연산교차로,2023.6.5 20:00,328,0,363,691,0
부산시청→연산교차로,2023.6.5 20:00,427,362,259,1048,0
사직운동장→연산교차로,2023.6.5 20:00,201,495,72,768,0
신리→연산교차로,2023.6.5 20:00,320,185,38,543,0
안락→연산교차로,2023.6.5 20:00,419,0,96,515,0
연산터널→연산교차로,2023.6.5 20:00,209,277,76,562,0
교대→연산교차로,2023.6.5 21:00,280,0,310,590,0
부산시청→연산교차로,2023.6.5 21:00,472,334,212,1018,0
사직운동장→연산교차로,2023.6.5 21:00,190,432,72,694,0
신리→연산교차로,2023.6.5 21:00,332,197,27,556,0
안락→연산교차로,2023.6.5 21:00,448,0,108,556,0
연산터널→연산교차로,2023.6.5 21:00,229,255,58,542,0
교대→연산교차로,2023.6.5 22:00,253,0,264,517,0
부산시청→연산교차로,2023.6.5 22:00,450,247,169,866,0
사직운동장→연산교차로,2023.6.5 22:00,162,381,82,625,0
신리→연산교차로,2023.6.5 22:00,262,170,40,472,0
안락→연산교차로,2023.6.5 22:00,350,0,98,448,0
연산터널→연산교차로,2023.6.5 22:00,246,270,64,580,0
교대→연산교차로,2023.6.5 23:00,210,0,241,451,0
부산시청→연산교차로,2023.6.5 23:00,341,202,129,672,0
사직운동장→연산교차로,2023.6.5 23:00,101,314,95,510,0
신리→연산교차로,2023.6.5 23:00,231,119,26,376,0
안락→연산교차로,2023.6.5 23:00,280,0,78,358,0
연산터널→연산교차로,2023.6.5 23:00,184,218,54,456,0
교대→연산교차로,2023.6.6 00:00,149,0,191,340,1
부산시청→연산교차로,2023.6.6 00:00,306,166,122,594,1
사직운동장→연산교차로,2023.6.6 00:00,94,263,79,436,1
신리→연산교차로,2023.6.6 00:00,194,124,18,336,1
안락→연산교차로,2023.6.6 00:00,247,0,63,310,1
연산터널→연산교차로,2023.6.6 00:00,148,204,52,404,1
교대→연산교차로,2023.6.6 01:00,136,0,187,323,1
부산시청→연산교차로,2023.6.6 01:00,250,159,100,509,1
사직운동장→연산교차로,2023.6.6 01:00,57,215,50,322,1
신리→연산교차로,2023.6.6 01:00,162,84,22,268,1
안락→연산교차로,2023.6.6 01:00,209,0,53,262,1
연산터널→연산교차로,2023.6.6 01:00,119,139,52,310,1
교대→연산교차로,2023.6.6 02:00,105,0,148,253,1
부산시청→연산교차로,2023.6.6 02:00,214,120,82,416,1
사직운동장→연산교차로,2023.6.6 02:00,57,167,44,268,1
신리→연산교차로,2023.6.6 02:00,123,73,14,210,1
안락→연산교차로,2023.6.6 02:00,166,0,40,206,1
연산터널→연산교차로,2023.6.6 02:00,125,140,33,298,1
교대→연산교차로,2023.6.6 03:00,80,0,96,176,1
부산시청→연산교차로,2023.6.6 03:00,190,91,68,349,1
사직운동장→연산교차로,2023.6.6 03:00,61,147,48,256,1
신리→연산교차로,2023.6.6 03:00,87,48,7,142,1
안락→연산교차로,2023.6.6 03:00,147,0,47,194,1
연산터널→연산교차로,2023.6.6 03:00,90,130,42,262,1
교대→연산교차로,2023.6.6 04:00,70,0,77,147,1
부산시청→연산교차로,2023.6.6 04:00,156,91,45,292,1
사직운동장→연산교차로,2023.6.6 04:00,37,107,32,176,1
신리→연산교차로,2023.6.6 04:00,116,48,9,173,1
안락→연산교차로,2023.6.6 04:00,165,0,34,199,1
연산터널→연산교차로,2023.6.6 04:00,86,82,20,188,1
교대→연산교차로,2023.6.6 05:00,100,0,135,235,1
부산시청→연산교차로,2023.6.6 05:00,238,147,61,446,1
사직운동장→연산교차로,2023.6.6 05:00,65,157,48,270,1
신리→연산교차로,2023.6.6 05:00,199,90,14,303,1
안락→연산교차로,2023.6.6 05:00,313,0,66,379,1
연산터널→연산교차로,2023.6.6 05:00,115,136,35,286,1
교대→연산교차로,2023.6.6 06:00,178,0,182,360,1
부산시청→연산교차로,2023.6.6 06:00,314,177,90,581,1
사직운동장→연산교차로,2023.6.6 06:00,80,222,47,349,1
신리→연산교차로,2023.6.6 06:00,247,117,32,396,1
안락→연산교차로,2023.6.6 06:00,400,0,86,486,1
연산터널→연산교차로,2023.6.6 06:00,196,168,35,399,1
교대→연산교차로,2023.6.6 07:00,151,0,176,327,1
부산시청→연산교차로,2023.6.6 07:00,360,223,120,703,1
사직운동장→연산교차로,2023.6.6 07:00,109,268,52,429,1
신리→연산교차로,2023.6.6 07:00,276,152,25,453,1
안락→연산교차로,2023.6.6 07:00,386,0,71,457,1
연산터널→연산교차로,2023.6.6 07:00,158,177,45,380,1
교대→연산교차로,2023.6.6 08:00,161,0,192,353,1
부산시청→연산교차로,2023.6.6 08:00,353,227,181,761,1
사직운동장→연산교차로,2023.6.6 08:00,169,376,46,591,1
신리→연산교차로,2023.6.6 08:00,274,203,32,509,1
안락→연산교차로,2023.6.6 08:00,393,0,93,486,1
연산터널→연산교차로,2023.6.6 08:00,225,200,48,473,1
교대→연산교차로,2023.6.6 09:00,233,0,245,478,1
부산시청→연산교차로,2023.6.6 09:00,446,290,175,911,1
사직운동장→연산교차로,2023.6.6 09:00,183,423,46,652,1
신리→연산교차로,2023.6.6 09:00,391,176,39,606,1
안락→연산교차로,2023.6.6 09:00,463,0,101,564,1
연산터널→연산교차로,2023.6.6 09:00,212,232,28,472,1
교대→연산교차로,2023.6.6 10:00,258,0,249,507,1
부산시청→연산교차로,2023.6.6 10:00,506,334,219,1059,1
사직운동장→연산교차로,2023.6.6 10:00,225,555,50,830,1
신리→연산교차로,2023.6.6 10:00,421,205,52,678,1
안락→연산교차로,2023.6.6 10:00,490,0,117,607,1
연산터널→연산교차로,2023.6.6 10:00,235,274,48,557,1
교대→연산교차로,2023.6.6 11:00,271,0,284,555,1
부산시청→연산교차로,2023.6.6 11:00,540,324,230,1094,1
사직운동장→연산교차로,2023.6.6 11:00,247,578,60,885,1
신리→연산교차로,2023.6.6 11:00,430,229,42,701,1
안락→연산교차로,2023.6.6 11:00,529,0,129,658,1
연산터널→연산교차로,2023.6.6 11:00,255,261,37,553,1
교대→연산교차로,2023.6.6 12:00,270,0,312,582,1
부산시청→연산교차로,2023.6.6 12:00,572,317,221,1110,1
사직운동장→연산교차로,2023.6.6 12:00,278,563,51,892,1
신리→연산교차로,2023.6.6 12:00,450,216,54,720,1
안락→연산교차로,2023.6.6 12:00,506,0,157,663,1
연산터널→연산교차로,2023.6.6 12:00,279,252,45,576,1
교대→연산교차로,2023.6.6 13:00,287,0,287,574,1
부산시청→연산교차로,2023.6.6 13:00,600,339,227,1166,1
사직운동장→연산교차로,2023.6.6 13:00,221,566,51,838,1
신리→연산교차로,2023.6.6 13:00,361,209,47,617,1
안락→연산교차로,2023.6.6 13:00,479,0,141,620,1
연산터널→연산교차로,2023.6.6 13:00,287,288,39,614,1
교대→연산교차로,2023.6.6 14:00,309,0,322,631,1
부산시청→연산교차로,2023.6.6 14:00,562,345,231,1138,1
사직운동장→연산교차로,2023.6.6 14:00,258,559,55,872,1
신리→연산교차로,2023.6.6 14:00,372,230,42,644,1
안락→연산교차로,2023.6.6 14:00,507,0,178,685,1
연산터널→연산교차로,2023.6.6 14:00,262,283,47,592,1
교대→연산교차로,2023.6.6 15:00,307,0,308,615,1
부산시청→연산교차로,2023.6.6 15:00,540,360,255,1155,1
사직운동장→연산교차로,2023.6.6 15:00,264,529,40,833,1
신리→연산교차로,2023.6.6 15:00,410,268,45,723,1
안락→연산교차로,2023.6.6 15:00,502,0,201,703,1
연산터널→연산교차로,2023.6.6 15:00,231,235,48,514,1
교대→연산교차로,2023.6.6 16:00,315,0,270,585,1
부산시청→연산교차로,2023.6.6 16:00,592,364,255,1211,1
사직운동장→연산교차로,2023.6.6 16:00,270,522,32,824,1
신리→연산교차로,2023.6.6 16:00,419,267,34,720,1
안락→연산교차로,2023.6.6 16:00,548,0,147,695,1
연산터널→연산교차로,2023.6.6 16:00,272,271,40,583,1
교대→연산교차로,2023.6.6 17:00,307,0,349,656,1
부산시청→연산교차로,2023.6.6 17:00,541,345,219,1105,1
사직운동장→연산교차로,2023.6.6 17:00,242,595,54,891,1
신리→연산교차로,2023.6.6 17:00,355,226,41,622,1
안락→연산교차로,2023.6.6 17:00,538,0,121,659,1
연산터널→연산교차로,2023.6.6 17:00,231,278,42,551,1
교대→연산교차로,2023.6.6 18:00,302,0,348,650,1
부산시청→연산교차로,2023.6.6 18:00,489,309,221,1019,1
사직운동장→연산교차로,2023.6.6 18:00,227,466,65,758,1
신리→연산교차로,2023.6.6 18:00,328,189,48,565,1
안락→연산교차로,2023.6.6 18:00,550,0,140,690,1
연산터널→연산교차로,2023.6.6 18:00,224,246,47,517,1
교대→연산교차로,2023.6.6 19:00,274,0,267,541,1
부산시청→연산교차로,2023.6.6 19:00,433,284,166,883,1
사직운동장→연산교차로,2023.6.6 19:00,165,440,62,667,1
신리→연산교차로,2023.6.6 19:00,306,174,37,517,1
안락→연산교차로,2023.6.6 19:00,408,0,106,514,1
연산터널→연산교차로,2023.6.6 19:00,204,212,64,480,1
교대→연산교차로,2023.6.6 20:00,259,0,236,495,1
부산시청→연산교차로,2023.6.6 20:00,412,268,213,893,1
사직운동장→연산교차로,2023.6.6 20:00,235,504,59,798,1
신리→연산교차로,2023.6.6 20:00,336,164,25,525,1
안락→연산교차로,2023.6.6 20:00,387,0,106,493,1
연산터널→연산교차로,2023.6.6 20:00,186,230,44,460,1
교대→연산교차로,2023.6.6 21:00,266,0,234,500,1
부산시청→연산교차로,2023.6.6 21:00,399,273,177,849,1
사직운동장→연산교차로,2023.6.6 21:00,184,410,63,657,1
신리→연산교차로,2023.6.6 21:00,260,179,31,470,1
안락→연산교차로,2023.6.6 21:00,345,0,94,439,1
연산터널→연산교차로,2023.6.6 21:00,221,215,63,499,1
교대→연산교차로,2023.6.6 22:00,204,0,229,433,1
부산시청→연산교차로,2023.6.6 22:00,348,197,122,667,1
사직운동장→연산교차로,2023.6.6 22:00,116,322,61,499,1
신리→연산교차로,2023.6.6 22:00,229,121,28,378,1
안락→연산교차로,2023.6.6 22:00,268,0,84,352,1
