방면명,date,직진,좌회전,우회전,합계,빨간날
교대→연산교차로,2023.10.13 10:00,300,0,465,765,0
부산시청→연산교차로,2023.10.13 10:00,588,395,282,1265,0
사직운동장→연산교차로,2023.10.13 10:00,210,601,66,877,0
신리→연산교차로,2023.10.13 10:00,466,274,46,786,0
안락→연산교차로,2023.10.13 10:00,535,0,132,667,0
연산터널→연산교차로,2023.10.13 10:00,293,349,39,681,0
교대→연산교차로,2023.10.13 11:00,297,0,429,726,0
부산시청→연산교차로,2023.10.13 11:00,565,374,266,1205,0
사직운동장→연산교차로,2023.10.13 11:00,192,604,93,889,0
신리→연산교차로,2023.10.13 11:00,454,233,52,739,0
안락→연산교차로,2023.10.13 11:00,526,0,191,717,0
연산터널→연산교차로,2023.10.13 11:00,283,317,63,663,0
교대→연산교차로,2023.10.13 12:00,274,0,375,649,0
부산시청→연산교차로,2023.10.13 12:00,583,376,272,1231,0
사직운동장→연산교차로,2023.10.13 12:00,181,571,88,840,0
신리→연산교차로,2023.10.13 12:00,414,242,58,714,0
안락→연산교차로,2023.10.13 12:00,488,0,130,618,0
연산터널→연산교차로,2023.10.13 12:00,249,280,46,575,0
교대→연산교차로,2023.10.13 13:00,321,0,400,721,0
부산시청→연산교차로,2023.10.13 13:00,575,411,295,1281,0
사직운동장→연산교차로,2023.10.13 13:00,216,599,93,908,0
신리→연산교차로,2023.10.13 13:00,456,248,61,765,0
안락→연산교차로,2023.10.13 13:00,457,0,108,565,0
연산터널→연산교차로,2023.10.13 13:00,257,256,45,558,0
교대→연산교차로,2023.10.13 14:00,331,0,486,817,0
부산시청→연산교차로,2023.10.13 14:00,585,473,294,1352,0
사직운동장→연산교차로,2023.10.13 14:00,227,628,85,940,0
신리→연산교차로,2023.10.13 14:00,432,289,65,786,0
안락→연산교차로,2023.10.13 14:00,401,0,136,537,0
연산터널→연산교차로,2023.10.13 14:00,233,283,41,557,0
교대→연산교차로,2023.10.13 15:00,354,0,435,789,0
부산시청→연산교차로,2023.10.13 15:00,621,472,298,1391,0
사직운동장→연산교차로,2023.10.13 15:00,221,651,95,967,0
신리→연산교차로,2023.10.13 15:00,459,269,66,794,0
안락→연산교차로,2023.10.13 15:00,457,0,113,570,0
연산터널→연산교차로,2023.10.13 15:00,219,290,51,560,0
교대→연산교차로,2023.10.13 16:00,343,0,467,810,0
부산시청→연산교차로,2023.10.13 16:00,663,535,328,1526,0
사직운동장→연산교차로,2023.10.13 16:00,232,690,76,998,0
신리→연산교차로,2023.10.13 16:00,549,277,63,889,0
안락→연산교차로,2023.10.13 16:00,469,0,107,576,0
연산터널→연산교차로,2023.10.13 16:00,243,297,36,576,0
교대→연산교차로,2023.10.13 17:00,381,0,507,888,0
부산시청→연산교차로,2023.10.13 17:00,620,551,301,1472,0
사직운동장→연산교차로,2023.10.13 17:00,241,701,48,990,0
신리→연산교차로,2023.10.13 17:00,511,283,53,847,0
안락→연산교차로,2023.10.13 17:00,454,0,110,564,0
연산터널→연산교차로,2023.10.13 17:00,234,277,45,556,0
교대→연산교차로,2023.10.13 18:00,365,0,516,881,0
부산시청→연산교차로,2023.10.13 18:00,576,568,341,1485,0
사직운동장→연산교차로,2023.10.13 18:00,260,667,49,976,0
신리→연산교차로,2023.10.13 18:00,525,254,38,817,0
안락→연산교차로,2023.10.13 18:00,453,0,99,552,0
연산터널→연산교차로,2023.10.13 18:00,212,296,49,557,0
교대→연산교차로,2023.10.13 19:00,321,0,464,785,0
부산시청→연산교차로,2023.10.13 19:00,532,406,290,1228,0
사직운동장→연산교차로,2023.10.13 19:00,212,568,73,853,0
신리→연산교차로,2023.10.13 19:00,401,233,29,663,0
안락→연산교차로,2023.10.13 19:00,447,0,89,536,0
연산터널→연산교차로,2023.10.13 19:00,225,240,57,522,0
교대→연산교차로,2023.10.13 20:00,325,0,409,734,0
부산시청→연산교차로,2023.10.13 20:00,482,374,224,1080,0
사직운동장→연산교차로,2023.10.13 20:00,182,540,94,816,0
신리→연산교차로,2023.10.13 20:00,312,183,43,538,0
안락→연산교차로,2023.10.13 20:00,424,0,89,513,0
연산터널→연산교차로,2023.10.13 20:00,228,274,41,543,0
교대→연산교차로,2023.10.13 21:00,299,0,364,663,0
부산시청→연산교차로,2023.10.13 21:00,500,333,236,1069,0
사직운동장→연산교차로,2023.10.13 21:00,174,471,82,727,0
신리→연산교차로,2023.10.13 21:00,307,206,34,547,0
안락→연산교차로,2023.10.13 21:00,446,0,104,550,0
연산터널→연산교차로,2023.10.13 21:00,231,271,72,574,0
교대→연산교차로,2023.10.13 22:00,268,0,303,571,0
부산시청→연산교차로,2023.10.13 22:00,451,294,193,938,0
사직운동장→연산교차로,2023.10.13 22:00,136,432,86,654,0
신리→연산교차로,2023.10.13 22:00,299,179,36,514,0
안락→연산교차로,2023.10.13 22:00,383,0,96,479,0
연산터널→연산교차로,2023.10.13 22:00,223,278,81,582,0
교대→연산교차로,2023.10.13 23:00,226,0,260,486,0
부산시청→연산교차로,2023.10.13 23:00,376,226,156,758,0
사직운동장→연산교차로,2023.10.13 23:00,105,290,69,464,0
신리→연산교차로,2023.10.13 23:00,228,134,32,394,0
안락→연산교차로,2023.10.13 23:00,284,0,107,391,0
연산터널→연산교차로,2023.10.13 23:00,181,243,85,509,0
교대→연산교차로,2023.10.14 00:00,187,0,225,412,0
부산시청→연산교차로,2023.10.14 00:00,324,217,129,670,0
사직운동장→연산교차로,2023.10.14 00:00,87,278,54,419,0
신리→연산교차로,2023.10.14 00:00,239,113,20,372,0
